_ano_pasta,_doc_path,_filename,carga_horaria,categoria,hospital,oss_gestora,quantidade,tipo_documento
2025,C:\OSS-Goias\documentos\IDTech\HGG\2025\05_Contrato_Gestao_Aditivos\17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE.pdf,17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE,,Técnico de Enfermagem (NHE - unidades acima de 250 leitos),HGG,IDTECH,3,termo_aditivo
2025,C:\OSS-Goias\documentos\IDTech\HGG\2025\05_Contrato_Gestao_Aditivos\17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE.pdf,17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE,,Técnico Administrativo (NHE - unidades acima de 250 leitos),HGG,IDTECH,1,termo_aditivo
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,,Responsável Técnico médico,HEANA,FUNEV,1,termo_aditivo
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,,Responsável Técnico enfermagem,HEANA,FUNEV,1,termo_aditivo
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,,Equipe médica e multiprofissional especializada,HEANA,FUNEV,0,termo_aditivo
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,20 horas semanais,Preceptor Residência Médica (proporção 2 preceptores/3 residentes),HEANA,FUNEV,0,termo_aditivo
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,,Coordenador COREME,HEANA,FUNEV,1,termo_aditivo
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,exclusiva,Coordenador COREMU Local,HEANA,FUNEV,1,termo_aditivo
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,30 horas semanais,Tutor PRAPS/PRMS por área profissional,HEANA,FUNEV,0,termo_aditivo
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,,Executor administrativo COREME,HEANA,FUNEV,1,termo_aditivo
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,,Executor administrativo COREMU,HEANA,FUNEV,1,termo_aditivo
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,,NHE - Unidades 101 a 250 leitos: profissional nível superior (coordenador),HEANA,FUNEV,1,termo_aditivo
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,,NHE - Técnico de Enfermagem,HEANA,FUNEV,2,termo_aditivo
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,,NHE - Técnico Administrativo,HEANA,FUNEV,1,termo_aditivo
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,,EMAD - Equipes Multiprofissionais de Atenção Domiciliar,HEANA,FUNEV,2,termo_aditivo
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,,EMAP - Equipe Multiprofissional de Apoio,HEANA,FUNEV,1,termo_aditivo
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\HDT-Contrato-de-Gestao-no-091-2012-SES-GO-JUL-25.xlsx,HDT-Contrato-de-Gestao-no-091-2012-SES-GO-JUL-25,,Servidores Cedidos,HDT,ISG,0,termo_aditivo
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\HDT-Contrato-de-Gestao-no-091-2012-SES-GO-JUL-25.xlsx,HDT-Contrato-de-Gestao-no-091-2012-SES-GO-JUL-25,,Residentes (Bolsistas),HDT,ISG,0,termo_aditivo
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\HDT-Contrato-de-Gestao-no-091-2012-SES-GO-JUL-25.xlsx,HDT-Contrato-de-Gestao-no-091-2012-SES-GO-JUL-25,,Supervisor/Coordenador/Preceptor/Tutor COREME,HDT,ISG,0,termo_aditivo
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Outubro-2025-Excel.xlsx,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Outubro-2025-Excel,,Servidor Cedido,HDT,ISG,0,outro
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Outubro-2025-Excel.xlsx,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Outubro-2025-Excel,,Residente (Bolsa de Residência),HDT,ISG,0,outro
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Outubro-2025-Excel.xlsx,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Outubro-2025-Excel,,Supervisor/Coordenador/Preceptor/Tutor COREME,HDT,ISG,0,outro
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Gestor/Diretor (Responsável Técnico médico),Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,1,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Assistente Social,Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,0,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Enfermeiro,Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,0,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Farmacêutico,Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,0,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Fisioterapeuta,Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,0,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Fonoaudiólogo,Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,0,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Nutricionista,Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,0,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Psicólogo,Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,0,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Médico Nefrologista RT,Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,1,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Médico Nefrologista plantonista,Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,1,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Enfermeiro RT (hemodiálise),Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,1,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Enfermeiro (hemodiálise - 35 pacientes/turno),Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,1,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Técnico de Enfermagem (hemodiálise - 4 pacientes),Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,1,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Médico Infectologista (SAE),Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,1,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Cirurgião-Dentista clínico geral (SAE),Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,1,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,,Técnico de Enfermagem (SAE),Policlínica Estadual da Região do Entorno - Unidade Formosa,IMED,1,termo_aditivo
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Médico Nefrologista Responsável Técnico (TRS),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Médico Nefrologista plantonista (TRS),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Enfermeiro Responsável Técnico (TRS),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Enfermeiro (TRS – 35 pacientes por turno),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Técnico de Enfermagem (TRS – 4 pacientes por técnico),PFRE,IMED,0,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Assistente Social (TRS),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Nutricionista (TRS),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Psicólogo (TRS),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Fisioterapeuta (TRS),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Médico Infectologista (SAE Grupo 12),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Farmacêutico (SAE Grupo 12),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Enfermeiro (SAE Grupo 12),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Assistente Social (SAE Grupo 12),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Psicólogo (SAE Grupo 12),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Cirurgião-Dentista clínico geral (SAE Grupo 12),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Técnico de Enfermagem (SAE Grupo 12),PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-76128526-Termo.pdf,SEI_GOVERNADORIA-76128526-Termo,,Responsável Técnico médico da Unidade,PFRE,IMED,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\AGIR\HEJ\2025\05_Contrato_Gestao_Aditivos\Termo 41-2025 HEJ.pdf,Termo 41-2025 HEJ,,Responsável Técnico médico,HEJ,AGIR,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\AGIR\HEJ\2025\05_Contrato_Gestao_Aditivos\Termo 41-2025 HEJ.pdf,Termo 41-2025 HEJ,,Responsável Técnico enfermagem,HEJ,AGIR,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\AGIR\HEJ\2025\05_Contrato_Gestao_Aditivos\Termo 41-2025 HEJ.pdf,Termo 41-2025 HEJ,,Equipe médica multiprofissional por especialidade exigida,HEJ,AGIR,0,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\AGIR\HEJ\2025\05_Contrato_Gestao_Aditivos\Termo 41-2025 HEJ.pdf,Termo 41-2025 HEJ,,Assistente Social,HEJ,AGIR,0,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\AGIR\HEJ\2025\05_Contrato_Gestao_Aditivos\Termo 41-2025 HEJ.pdf,Termo 41-2025 HEJ,,Bucomaxilofacial,HEJ,AGIR,0,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\AGIR\HEJ\2025\05_Contrato_Gestao_Aditivos\Termo 41-2025 HEJ.pdf,Termo 41-2025 HEJ,,Enfermagem,HEJ,AGIR,0,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\AGIR\HEJ\2025\05_Contrato_Gestao_Aditivos\Termo 41-2025 HEJ.pdf,Termo 41-2025 HEJ,24 horas,Farmacêutico,HEJ,AGIR,0,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\AGIR\HEJ\2025\05_Contrato_Gestao_Aditivos\Termo 41-2025 HEJ.pdf,Termo 41-2025 HEJ,,Fisioterapeuta,HEJ,AGIR,0,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\AGIR\HEJ\2025\05_Contrato_Gestao_Aditivos\Termo 41-2025 HEJ.pdf,Termo 41-2025 HEJ,,Fonoaudiólogo,HEJ,AGIR,0,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\AGIR\HEJ\2025\05_Contrato_Gestao_Aditivos\Termo 41-2025 HEJ.pdf,Termo 41-2025 HEJ,,Nutricionista,HEJ,AGIR,0,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\AGIR\HEJ\2025\05_Contrato_Gestao_Aditivos\Termo 41-2025 HEJ.pdf,Termo 41-2025 HEJ,,Psicólogo,HEJ,AGIR,0,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\AGIR\HEJ\2025\05_Contrato_Gestao_Aditivos\Termo 41-2025 HEJ.pdf,Termo 41-2025 HEJ,,Terapeuta Ocupacional,HEJ,AGIR,0,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\AGIR\HEJ\2025\05_Contrato_Gestao_Aditivos\Termo 41-2025 HEJ.pdf,Termo 41-2025 HEJ,diurno,Médico hospitalista (diarista),HEJ,AGIR,0,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\AGIR\HEJ\2025\05_Contrato_Gestao_Aditivos\Termo 41-2025 HEJ.pdf,Termo 41-2025 HEJ,24h/7 dias,"Equipe NIR (até 100 leitos: 1 profissional nível superior, 1 técnico enfermagem, 1 técnico administrativo)",HEJ,AGIR,0,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IPGSE\HERSO\2025\05_Contrato_Gestao_Aditivos\termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c.pdf,termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c,,Assistente Social,HERSO,IPGSE,6,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IPGSE\HERSO\2025\05_Contrato_Gestao_Aditivos\termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c.pdf,termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c,,Assistente Técnico de Saúde,HERSO,IPGSE,46,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IPGSE\HERSO\2025\05_Contrato_Gestao_Aditivos\termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c.pdf,termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c,,Auxiliar de Radiologia,HERSO,IPGSE,2,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IPGSE\HERSO\2025\05_Contrato_Gestao_Aditivos\termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c.pdf,termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c,,Auxiliar de Serviços Gerais,HERSO,IPGSE,39,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IPGSE\HERSO\2025\05_Contrato_Gestao_Aditivos\termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c.pdf,termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c,,Auxiliar Técnico de Saúde,HERSO,IPGSE,13,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IPGSE\HERSO\2025\05_Contrato_Gestao_Aditivos\termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c.pdf,termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c,,Biomédico,HERSO,IPGSE,3,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IPGSE\HERSO\2025\05_Contrato_Gestao_Aditivos\termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c.pdf,termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c,,Cirurgião-Dentista,HERSO,IPGSE,2,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IPGSE\HERSO\2025\05_Contrato_Gestao_Aditivos\termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c.pdf,termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c,,Enfermeiro,HERSO,IPGSE,14,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IPGSE\HERSO\2025\05_Contrato_Gestao_Aditivos\termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c.pdf,termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c,,Farmacêutico,HERSO,IPGSE,4,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IPGSE\HERSO\2025\05_Contrato_Gestao_Aditivos\termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c.pdf,termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c,,Médico,HERSO,IPGSE,3,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IPGSE\HERSO\2025\05_Contrato_Gestao_Aditivos\termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c.pdf,termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c,,Nutricionista,HERSO,IPGSE,1,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IPGSE\HERSO\2025\05_Contrato_Gestao_Aditivos\termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c.pdf,termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c,,Técnico em Enfermagem,HERSO,IPGSE,152,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IPGSE\HERSO\2025\05_Contrato_Gestao_Aditivos\termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c.pdf,termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c,,Técnico em Laboratório,HERSO,IPGSE,4,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IPGSE\HERSO\2025\05_Contrato_Gestao_Aditivos\termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c.pdf,termo-de-colaboracao-101-2024-ses-07-07-2025-454ee89a1c,,Técnico em Radiologia,HERSO,IPGSE,10,contrato_gestao_inicial
2026,C:\OSS-Goias\documentos\IMED\HETRIN\2026\05_Contrato_Gestao_Aditivos\7o-Termo-Aditivo-HETRIN.pdf,7o-Termo-Aditivo-HETRIN,,Responsável Técnico médico,HETRIN,IMED,1,termo_aditivo
2026,C:\OSS-Goias\documentos\IMED\HETRIN\2026\05_Contrato_Gestao_Aditivos\7o-Termo-Aditivo-HETRIN.pdf,7o-Termo-Aditivo-HETRIN,,Responsável Técnico enfermagem,HETRIN,IMED,1,termo_aditivo
2026,C:\OSS-Goias\documentos\IMED\HETRIN\2026\05_Contrato_Gestao_Aditivos\7o-Termo-Aditivo-HETRIN.pdf,7o-Termo-Aditivo-HETRIN,diurno,Médico hospitalista (diarista),HETRIN,IMED,0,termo_aditivo
2026,C:\OSS-Goias\documentos\IMED\HETRIN\2026\05_Contrato_Gestao_Aditivos\7o-Termo-Aditivo-HETRIN.pdf,7o-Termo-Aditivo-HETRIN,,Técnico em Enfermagem (servidor cedido),HETRIN,IMED,2,termo_aditivo
2026,C:\OSS-Goias\documentos\IMED\HETRIN\2026\05_Contrato_Gestao_Aditivos\7o-Termo-Aditivo-HETRIN.pdf,7o-Termo-Aditivo-HETRIN,20h semanais (proporção 2:3) ou 40h semanais (proporção 1:6),Preceptor Residência Médica,HETRIN,IMED,0,termo_aditivo
2026,C:\OSS-Goias\documentos\IMED\HETRIN\2026\05_Contrato_Gestao_Aditivos\7o-Termo-Aditivo-HETRIN.pdf,7o-Termo-Aditivo-HETRIN,,Coordenador COREME,HETRIN,IMED,1,termo_aditivo
2026,C:\OSS-Goias\documentos\IMED\HETRIN\2026\05_Contrato_Gestao_Aditivos\7o-Termo-Aditivo-HETRIN.pdf,7o-Termo-Aditivo-HETRIN,,Executor Administrativo COREME,HETRIN,IMED,1,termo_aditivo
2026,C:\OSS-Goias\documentos\IMED\HETRIN\2026\05_Contrato_Gestao_Aditivos\7o-Termo-Aditivo-HETRIN.pdf,7o-Termo-Aditivo-HETRIN,,Executor Administrativo COREMU,HETRIN,IMED,1,termo_aditivo
2026,C:\OSS-Goias\documentos\IMED\HETRIN\2026\05_Contrato_Gestao_Aditivos\7o-Termo-Aditivo-HETRIN.pdf,7o-Termo-Aditivo-HETRIN,exclusiva,Coordenador COREMU Local,HETRIN,IMED,1,termo_aditivo
2026,C:\OSS-Goias\documentos\IMED\HETRIN\2026\05_Contrato_Gestao_Aditivos\7o-Termo-Aditivo-HETRIN.pdf,7o-Termo-Aditivo-HETRIN,30h semanais,Tutor por área profissional (PRMS/PRAPS),HETRIN,IMED,0,termo_aditivo
2026,C:\OSS-Goias\documentos\IMED\HETRIN\2026\05_Contrato_Gestao_Aditivos\7o-Termo-Aditivo-HETRIN.pdf,7o-Termo-Aditivo-HETRIN,mínimo 2 preceptores para 3 residentes,Preceptor Residência Multiprofissional,HETRIN,IMED,0,termo_aditivo
2026,C:\OSS-Goias\documentos\Hospital de Amor\CORA\2026\05_Contrato_Gestao_Aditivos\Membros dos conselhos de administração e fiscal última alteração - Janeiro - 2026.xlsx,Membros dos conselhos de administração e fiscal última alteração - Janeiro - 2026,,Secretário Geral (Dr. Alexandre Oliveira Cecin),CORA,Hospital de Amor,1,outro
2026,C:\OSS-Goias\documentos\Hospital de Amor\CORA\2026\05_Contrato_Gestao_Aditivos\Membros dos conselhos de administração e fiscal última alteração - Janeiro - 2026.xlsx,Membros dos conselhos de administração e fiscal última alteração - Janeiro - 2026,,Secretário Administrativo (Dr. Maurício Wagner Souto Ferraz),CORA,Hospital de Amor,1,outro
2026,C:\OSS-Goias\documentos\Hospital de Amor\CORA\2026\05_Contrato_Gestao_Aditivos\Membros dos conselhos de administração e fiscal última alteração - Janeiro - 2026.xlsx,Membros dos conselhos de administração e fiscal última alteração - Janeiro - 2026,,Secretário Financeiro (Dr. Caio Augusto Dantas Pereira),CORA,Hospital de Amor,1,outro
