_ano_pasta,_doc_path,_filename,atendimentos.altas_hospitalares,atendimentos.atendimentos_emergencia,atendimentos.cirurgias_eletivas,atendimentos.cirurgias_total,atendimentos.cirurgias_urgencia,atendimentos.consultas_ambulatoriais,atendimentos.exames_total,atendimentos.internacoes,atendimentos.internacoes_uti,atendimentos.obitos,hospital,indicadores_qualidade_hospitalar.satisfacao_paciente,indicadores_qualidade_hospitalar.taxa_infeccao_hospitalar,indicadores_qualidade_hospitalar.taxa_mortalidade_geral,indicadores_qualidade_hospitalar.taxa_mortalidade_uti,indicadores_qualidade_hospitalar.taxa_reinternacao_30d,indicadores_sus.aih_processadas,indicadores_sus.atendimentos_sia_sus,indicadores_sus.procedimentos_sigtap,leitos.leitos_uti,leitos.media_permanencia_dias,leitos.taxa_ocupacao_perc,leitos.total_leitos,observacoes,oss_gestora,periodo.ano,periodo.mes,periodo.tipo_periodo,periodo.trimestre,producao_por_especialidade_count,producao_vs_meta_count
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-10.2021.xlsx,RELATORIO-GERENCIAL-DE-PRODUCAO-10.2021,-1,-1,-1,-1,-1,457,-1,-1,-1,-1,CRESM,95.0,11.42,-1,-1,4.29,-1,-1,-1,-1,33.8,73.69,-1,"Relatório referente ao 6º Termo Aditivo ao Contrato de Gestão 02/2014. Taxa de Recaída: 0%. Taxa de Abandono/Evasão: 48,57%. Percentual de Ocorrência de Rejeições no SIH: 0,76%. Densidade de Incidência de IRAS: 3,24%. Incidência Acumulada Global de IRAS: 11,42%. Eventos adversos: Falhas relacionadas a medicamentos 16 (total 26), Falhas na identificação do paciente 0, Quedas 4, Falhas na comunicação 0, Agressão 0, Outros 6. Percentual de resolução de queixas da Ouvidoria: 100%. Percentual de aplicação da pesquisa de satisfação - Ambulatório: 22,03%; Internação: 69,07%.",ABEVIDA,2021,10,mensal,,10,5
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-10.2022.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-10.2022,-1,-1,-1,-1,-1,980,-1,1264,-1,-1,CREDEQ,98,4.615,-1,-1,0,-1,-1,-1,-1,13.69,97.08,-1,"Relatório Gerencial de Produção - 7º Termo Aditivo ao Contrato de Gestão 002/2014 - CREDEQ Jamil Issy, outubro de 2022. Consultas ambulatoriais totais somam Consulta Médica (482) + Consulta Multiprofissional (498) = 980. Internações medidas em diárias/mês (1264 vs meta 1085). Atendimento multiprofissional internação total: 2948. Enfermagem internação: 4624; Enfermagem CAPS IV: 3472. UAA executado: 762 diárias/mês vs meta 1240. Densidade de Incidência de IRAs: 1,361‰. Incidência Acumulada Global de IRAs: 4,615%. Taxa de Abandono e/ou Evasão (88,88%) acima da meta (<50%), não atingida. Indicadores UAA (taxa de residentes que saíram antes do tempo e taxa de residentes que permaneceram após o tempo máximo) reportados como N.A pois o projeto terapêutico iniciou em 1º de agosto de 2022 e ainda não há dados para mensuração. Percentual de resolução de queixas da Ouvidoria: 100%. Percentual de aplicação da pesquisa de satisfação: Ambulatório 20,88%, Internação 91,88%. Total de eventos adversos notificados em outubro: 21.",ABEVIDA,2022,10,mensal,,16,19
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-10.2023.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-10.2023,-1,-1,-1,-1,-1,2254,-1,-1,-1,-1,CRESM,95,3.12,-1,-1,0,-1,-1,-1,-1,34.96,97.13,-1,"Relatório referente a outubro de 2023. CRESM Prof. Jamil Issy. Contrato de Gestão 002/2014 SES-GO, 7º termo aditivo. Consultas ambulatoriais abaixo da meta devido à regulação via sistema SERVIR desde abril/2021. Consulta Médica realizada: 907 (meta 1.200); Consulta Multiprofissional realizada: 1.347 (meta 2.100). Total consultas ambulatoriais: 907+1.347=2.254. Densidade de Incidência de IRAS: 0,92% (por 1000 pacientes-dia). Incidência Acumulada Global de IRAS: 3,12%. Percentual de resolução de queixas da ouvidoria: 100%. Pesquisa de satisfação aplicada: Ambulatório 17,90%, Internação 86,98%. Total de eventos adversos notificados: 13. Documento datado de 16 de novembro de 2023, assinado por Danilo Fiorotto Campos, Diretor Técnico.",ABEVIDA,2023,10,mensal,,9,10
2024,C:\OSS-Goias\documentos\ISG\HDT\2024\34_Relatorio_Producao\Relatorio-Gerencial-de-Producao-10.2024.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-10.2024,-1,-1,2,-1,-1,2997,2717,294,-1,-1,HDT,-1,-1,-1,-1,2.0,-1,-1,-1,-1,8.9,96.0,-1,"Hospital Estadual de Doenças Tropicais Dr. Anuar Auad (HDT), gerido pela ISG. Contrato de Gestão nº 91/2012. Competência: outubro/2024. O percentual de ocorrência de rejeições no SIH não foi informado pois o dado é obtido em dois meses subsequentes. O percentual de suspensão de cirurgias eletivas por condições operacionais foi de 50% contra meta de 5% (não atingido). Fonte: RIH-HDT.",ISG,2024,10,mensal,,3,33
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-11.2018.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-11.2018,-1,-1,-1,-1,-1,3472,-1,-1,-1,-1,CREDEQ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório do CREDEQ Jamil Issy (Centro Estadual de Referência e Excelência em Dependência Química), Aparecida de Goiânia. Contrato de Gestão 002/2014, 2º Termo Aditivo com validade até 30/07/2019. Consulta médica atingiu acima de 90% da meta; Consulta Multiprofissional atingiu acima de 100% da meta. Paciente/dia realizado: 2880 vs meta 2800. Plano Terapêutico Individual: 85,93% vs meta ≥80%. Atenção ao usuário e Taxa de Abandono/Evasão: relatório enviado conforme prazo contratado. Total de consultas ambulatoriais calculado como soma de consulta médica (1077) + multiprofissional (2395) = 3472.",ABEVIDA,2018,11,mensal,,0,7
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-11.2018_XLSX.xlsx,RELATORIO-GERENCIAL-DE-PRODUCAO-11.2018_XLSX,-1,-1,-1,-1,-1,3472,-1,-1,-1,-1,CRESM,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,Relatório referente ao 2º Termo Aditivo ao Contrato de Gestão 02/2014. Consultas ambulatoriais totalizam 3472 (1077 médicas + 2395 multiprofissionais). Paciente dia realizado: 2880 vs meta 2800. PTI atingido: 85.93% (meta >80%). Atenção ao Usuário e Taxa de Abandono/Evasão reportados como enviados dentro do prazo.,ABEVIDA,2018,11,mensal,,0,7
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-11.2020.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-11.2020,-1,-1,-1,-1,-1,1836,-1,-1,-1,-1,CREDEQ,98,0,-1,-1,0,-1,-1,-1,-1,51.6,68.49,-1,"Relatório Gerencial de Produção - 4º Termo Aditivo ao Contrato de Gestão 02/2014. CREDEQ Jamil Issy - Centro Estadual de Referência e Excelência em Dependência Química, Aparecida de Goiânia. Novembro de 2020. A taxa de ocupação ficou abaixo de 85% devido às medidas de combate ao Coronavírus (Covid-19), com isolamento de 14 dias na unidade de Desintoxicação (Detox). As atividades de grupo do ambulatório foram suspensas. Percentual de resolução de queixas da Ouvidoria: 100%. Pesquisa de satisfação: Ambulatório 15,86%, Internação 76,50%. Densidade de Incidência de IRAs: 0%. Incidência Acumulada Global de IRAs: 0%. Notificação de eventos adversos em novembro: 10 total (5 falhas relacionadas a medicamentos, 0 falhas na identificação do paciente, 1 queda, 0 falhas na comunicação, 0 agressão, 4 outros). Diretor Técnico: Danilo Fiorotto Campos.",ABEVIDA,2020,11,mensal,,11,10
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-11.2020.XLSX.xlsx,RELATORIO-GERENCIAL-DE-PRODUCAO-11.2020.XLSX,-1,-1,-1,-1,-1,748,-1,-1,-1,-1,CRESM,98,0,-1,-1,-1,-1,-1,-1,-1,51.6,68.49,-1,"Hospital de saúde mental/psiquiatria (CRESM). Atividades de grupo do ambulatório suspensas em virtude das ações de combate ao Coronavírus. Notificação de eventos adversos: falhas relacionadas a medicamentos=5 (total acumulado=10), falhas na identificação do paciente=0, quedas=1, falhas na comunicação=0, agressão=0, outros=4. Documento refere-se ao 4º Termo Aditivo ao Contrato de Gestão 02/2014.",ABEVIDA,2020,11,mensal,,11,16
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-11.2021.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-11.2021,-1,-1,-1,-1,-1,426,-1,-1,-1,-1,CREDEQ,96,29.82,-1,-1,1.75,-1,-1,-1,-1,50.9,76.98,-1,"Relatório referente ao 6º Termo Aditivo ao Contrato de Gestão 002/2014 do CREDEQ Jamil Issy, Novembro/2021. Consulta multiprofissional realizada: 688 (meta 2.100). Taxa de ocupação institucional abaixo da meta (76,98% vs ≥85%) justificada por medidas de combate ao Coronavírus e adequação ao processo de regulação via SISREG. Densidade de incidência de IRAS: 6,81% (por 1.000 pacientes-dia). Incidência acumulada global de IRAS: 29,82%. Percentual de satisfação do usuário: 96%. Percentual de resolução de queixas da Ouvidoria: 100%. Total de eventos adversos notificados em novembro: 35 (medicamentos: 22, identificação do paciente: 3, quedas: 5, comunicação: 0, agressão: 0, outros: 5). Pesquisa de satisfação: ambulatório 20,32%, internação 76,56%. Ofício Circular SES nº 902/2021 prorroga suspensão da obrigatoriedade de manutenção das metas quantitativas e qualitativas até 31/12/2021.",ABEVIDA,2021,11,mensal,,10,10
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-11.2022.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-11.2022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,CREDEQ,96.0,3.7,-1,-1,0.0,-1,-1,-1,-1,10.71,94.68,-1,"Relatório referente ao 7º Termo Aditivo ao Contrato de Gestão 002/2014 do CREDEQ Jamil Issy (Centro Estadual de Referência e Excelência em Dependência Química), novembro/2022. Indicadores de desempenho gerais: PTI (Internações) = 100%; Taxa de pacientes com alta com compartilhamento APS = 86%; Razão de consultas ofertadas = 1.4; Taxa de Readmissão Hospitalar = 0%; Taxa de Recaída = 3,48%; Taxa de Abandono e/ou Evasão = 39,53%; Taxa de Ocupação Institucional = 94,68%. CAPS IV: Taxa de Ocupação de Leitos de Observação = 75,37%; Média de Permanência em Leitos de Observação = 10,71 dias; Taxa de atendimento às situações de crise = 97%. UAA: indicadores N.A. pois projeto iniciou em agosto/2022. Percentual de resolução de queixas da Ouvidoria = 100%. Pesquisa de satisfação: Ambulatório 19,91%; Internação 108%. Densidade de Incidência de IRAS = 1,23%; Incidência Acumulada Global de IRAS = 3,70%. Total de eventos adversos notificados = 17. Atendimento médico e multiprofissional internação total = 2646; Enfermagem internação = 4099; Enfermagem CAPS IV = 4527. Relatório finalizado em 20/12/2022 com retificações posteriores nos dados de atendimentos multiprofissionais do CAPS IV.",ABEVIDA,2022,11,mensal,,16,9
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-11.2023.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-11.2023,-1,-1,-1,-1,-1,1865,-1,-1,-1,-1,CRESM,99,1.39,-1,-1,1.38,-1,-1,-1,-1,42.65,94.78,-1,"Relatório referente a novembro de 2023. CRESM Prof. Jamil Issy, Contrato de Gestão 002/2014, SES-GO, 7º termo aditivo. Atendimentos ambulatoriais ficaram abaixo das metas devido à adequação do processo de regulação via sistema SERVIR (a partir de abril/2021). Consultas ambulatoriais: Consulta Médica (770) + Consulta Multiprofissional (1.095) = 1.865. Densidade de Incidência de IRAS: 0,32% (por 1000 pacientes-dia). Incidência Acumulada Global de IRAS: 1,39%. Percentual de resolução de queixas da ouvidoria: 100%. Pesquisa de satisfação - aplicação: Ambulatório 38,17%, Internação 81,56%. Total de eventos adversos notificados: 7. Relatório assinado por Danilo Fiorotto Campos, Diretor Técnico, em 12/12/2023.",ABEVIDA,2023,11,mensal,,9,10
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-11.2024.xlsx,Relatorio-Gerencial-de-Producao-11.2024,-1,-1,-1,-1,-1,1036,-1,-1,-1,-1,CRESM,98,5.14,-1,-1,0.73,-1,-1,-1,-1,22.33,93.73,-1,"Relatório referente ao 9º Termo Aditivo ao Contrato de Gestão 02/2014. Hospital psiquiátrico/saúde mental (CRESM). Consultas ambulatoriais registradas apenas para consulta médica (1036); consulta multiprofissional: 1625. Produtividade multiprofissional de internação detalhada por categoria. Eventos adversos notificados: falhas relacionadas a medicamentos (mês:10, total:44), quedas:6, falhas no cadastro:7, falhas na dieta:5, agressão:1, tentativa de evasão:10, tentativa de autoextermínio:1, outros:4. Taxa de abandono/evasão: 0.33. Percentual de aplicação da pesquisa de satisfação: ambulatório 16.01%, internação 114.16%.",ABEVIDA,2024,11,mensal,,9,14
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-12.2018.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-12.2018,-1,-1,-1,-1,-1,3221,-1,-1,-1,-1,CREDEQ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório do CREDEQ Jamil Issy (Centro Estadual de Referência e Excelência em Dependência Química), Aparecida de Goiânia. Contrato de Gestão 002/2014, 2º Termo Aditivo, validade até 30/07/2019. Consultas ambulatoriais somam consulta médica (1042) + consulta multiprofissional (2179) = 3221. Paciente dia realizado: 3066 (meta: 2.800). Atenção ao usuário e Taxa de Abandono/Evasão: meta era envio do relatório até dia 10 do mês subsequente, cumprida (enviado). Plano Terapêutico Individual: meta ≥80%, realizado 86,53%. Relatório assinado por Salete Maria de Sousa Reis, Superintendente Executiva CREDEQ, em 18/01/2019.",ABEVIDA,2018,12,mensal,,0,7
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-12.2018_XLSX.xlsx,RELATORIO-GERENCIAL-DE-PRODUCAO-12.2018_XLSX,-1,-1,-1,-1,-1,1042,-1,-1,-1,-1,CRESM,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,"Relatório referente ao 2º Termo Aditivo ao Contrato de Gestão 02/2014. Indicadores de Atenção ao Usuário e Taxa de Abandono/Evasão reportados como 'Enviado' (relatório enviado dentro do prazo). PTI realizado: 86,53% (meta >80%). Consulta multiprofissional realizada: 2179 (meta 2100). Consulta médica abaixo da meta: 1042 de 1200.",ABEVIDA,2018,12,mensal,,0,5
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-12.2020.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-12.2020,-1,-1,-1,-1,-1,1707,-1,-1,-1,-1,CREDEQ,99,1.67,-1,-1,0,-1,-1,-1,-1,45.96,71.39,-1,"Relatório referente ao 4º Termo Aditivo ao Contrato de Gestão 002/2014 do CREDEQ Jamil Issy (Centro Estadual de Referência e Excelência em Dependência Química), dezembro de 2020. A taxa de ocupação ficou abaixo da meta de 85% em virtude das medidas de contenção ao COVID-19 (isolamento de 14 dias na unidade de Desintoxicação). Atendimentos ambulatoriais abaixo da meta devido ao COVID-19 e à portaria SES 1616/2020 que suspendeu obrigatoriedade das metas contratuais a partir de 19/08/2020. Consultas ambulatoriais totais: consulta médica (705) + consulta multiprofissional (1002) = 1707. Percentual de Ocorrência de Rejeições no SIH de 79,66% (57,44% referem-se a erro de preenchimento no Sistema MV, já corrigidos). Incidência acumulada global de IRAS: 11,1%. Percentual de resolução de queixas da Ouvidoria: 97,06%. Percentual de aplicação da pesquisa de satisfação: Ambulatório 27,92%, Internação 70,79%. Eventos adversos em dezembro: total de 8 notificações (3 falhas medicamentos, 0 identificação paciente, 1 queda, 0 comunicação, 0 agressão, 4 outros). Diretor Técnico: Danilo Fiorotto Campos.",,2020,12,mensal,,11,10
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-12.2020.XLSX.xlsx,RELATORIO-GERENCIAL-DE-PRODUCAO-12.2020.XLSX,-1,-1,-1,-1,-1,705,-1,-1,-1,-1,CRESM,99,1.67,-1,-1,-1,-1,-1,-1,-1,45.96,71.39,-1,"Relatório referente ao 4º Termo Aditivo ao Contrato de Gestão 02/2014. Taxa de Recaída: 1,25%. Taxa de Readmissão: 0%. Taxa de Abandono/Evasão: 36,36%. Percentual de Ocorrência de Rejeições no SIH: 79,66%. Percentual de resolução de queixas da Ouvidoria: 97,06%. Percentual de aplicação da pesquisa de satisfação - Ambulatório: 27,92%; Internação: 70,79%. Incidência Acumulada Global de IRAS: 11,1%. Eventos adversos notificados: Falhas relacionadas a medicamentos (mês: 3, total: 8), Quedas (1), Outros (4). Atividades de grupo do ambulatório suspensas devido ao Coronavírus.",ABEVIDA,2020,12,mensal,,11,5
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-12.2021.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-12.2021,-1,-1,-1,-1,-1,1127,-1,-1,-1,-1,CREDEQ,98,37.2,-1,-1,0,-1,-1,-1,-1,34.08,63.11,-1,"Relatório referente ao 6º Termo Aditivo ao Contrato de Gestão 002/2014. Consultas ambulatoriais totais (441 médicas + 686 multiprofissionais = 1127). Densidade de Incidência de IRAS: 7,57%. Incidência Acumulada Global de IRAS: 37,20%. Percentual de satisfação do usuário: 98%. Percentual de resolução de queixas da Ouvidoria: 100%. Pesquisa de satisfação - aplicação Ambulatório: 23,82%; Internação: 65,93%. Notificação de eventos adversos dezembro: total 11 (medicamentos:4, identificação:0, quedas:3, comunicação:0, agressão:0, outros:4). Valores abaixo das metas devido a medidas contra COVID-19 e adequação do processo de regulação via SISREG. OSS gestora informada pelo usuário como ABEVIDA; documento não menciona explicitamente a OSS.",ABEVIDA,2021,12,mensal,,10,10
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-12.2022.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-12.2022,-1,-1,-1,-1,-1,824,-1,-1,-1,-1,CREDEQ,97,5.81,-1,-1,0,-1,-1,-1,-1,7.66,92.93,-1,"Relatório Gerencial de Produção - 7º Termo Aditivo ao Contrato de Gestão 002/2014 do CREDEQ Jamil Issy, dezembro de 2022. Unidade especializada em dependência química. Serviços: Ambulatório de Saúde Mental Adulto, Internação, CAPS IV com Leitos de Observação, UAA (Unidade de Acolhimento Adulto) e Odontologia. Atendimentos de enfermagem na Internação: 4364; no CAPS IV: 5453. Total de atendimentos multiprofissionais na Internação: 2412. Densidade de Incidência de IRAS: 1,80%; Incidência Acumulada Global de IRAS: 5,81%. Notificações de eventos adversos em dezembro: 44 total (Falhas em medicamentos: 26, Falhas na identificação do paciente: 10, Quedas: 3, Falhas na dieta: 5). Indicadores UAA reportados como N.A. pois o projeto terapêutico de 6 meses teve início em 1/8/2022. Pesquisa de Satisfação: Ambulatório 13,25%, Internação 145,66% de aplicação. OSS gestora não identificada no documento.",,2022,12,mensal,,16,21
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-12.2023.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-12.2023,-1,-1,-1,-1,-1,2262,-1,-1,-1,-1,CRESM,99,5.71,-1,-1,1.42,-1,-1,-1,-1,47.5,97.9,-1,"Relatório referente a dezembro/2023. Contrato de Gestão 002/2014 SES-GO, 7º termo aditivo. Atendimentos ambulatoriais ficaram abaixo das metas devido à adequação do processo de regulação via sistema SERVIR (a partir de abril/2021). Percentual de resolução de queixas da ouvidoria: 100%. Pesquisa de satisfação - percentual de aplicação: Ambulatório 25,75%, Internação 43,35%. Densidade de incidência de IRAS: 1,22%. Incidência acumulada global de IRAS: 5,71%. Total de notificações de eventos adversos em dezembro: 9 (falhas relacionadas a medicamentos: 4, falhas na identificação do paciente: 2, quedas: 3). Consultas ambulatoriais totais: 882 (Consulta Médica) + 1380 (Consulta Multiprofissional) = 2262.",ABEVIDA,2023,12,mensal,,9,10
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-12.2024.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-12.2024,-1,-1,-1,-1,-1,2746,-1,-1,-1,-1,CRESM,94,3.84,-1,-1,1.53,-1,-1,-1,-1,24.58,92.53,-1,"Relatório do CRESM Prof. Jamil Issy referente a dezembro de 2024, Contrato de Gestão 002/2014 SES-GO. Consultas ambulatoriais totais: Consulta Médica (1088) + Consulta Multiprofissional (1658) = 2746. Internação em paciente/dia: 3098 (meta 3119). Taxa de Ocupação Institucional: 92,53% (meta ≥95%). PTI: 100% (meta >100%). Usuários referenciados pós-alta: 100% (meta ≥90%). Média de permanência: 24,58 dias (meta ≥28 dias). Rejeições no SIH: 0% (meta ≥7%). Taxa de Readmissão (29 dias): 1,53%. Taxa de Abandono/Evasão: 40,76%. Densidade de Incidência de IRAS: 1,61‰. Incidência Acumulada Global de IRAS: 3,84%. Satisfação do usuário: 94%. Resolução de queixas da ouvidoria: 100%. Percentual de aplicação da pesquisa de satisfação: Ambulatório 10,84%, Internação 92,95%. Total de eventos adversos notificados: 67. Documento assinado pela Superintendente Executiva em 16/01/2025.",ABEVIDA,2024,12,mensal,,9,10
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-ABRIL-DE-2020-Assinado-1.pdf,RELATORIO-GERENCIAL-DE-PRODUCAO-ABRIL-DE-2020-Assinado-1,-1,-1,-1,-1,-1,303,-1,37,-1,-1,CREDEQ,95,0,-1,-1,-1,-1,-1,-1,-1,-1,62.75,108,"Relatório Gerencial de Produção - 4º Termo Aditivo ao Contrato de Gestão 002/2014, referência abril de 2020. CREDEQ Professor Jamil Issy, gerido pela Associação Comunidade Luz da Vida. Total de pacientes admitidos no mês: 37. Paciente-dia realizado: 2033 (meta 2800). Taxa de ocupação: 62,75% (abaixo da meta de 85%) devido às medidas de combate ao CoronaVírus (Covid-19): ambulatório fechado até 13/04, reaberto com 50% de capacidade a partir de 14/04/2020; isolamento de 14 dias para admitidos na unidade de Desintoxicação (Detox). Número de infecções do período: 0; Densidade de incidência de IRAS: 0%. Satisfação do usuário: 203 avaliações bom/ótimo de 213 respostas = 95%. Ouvidoria: 227 demandas respondidas de 230 abertas = 98,70%. Notificação de eventos adversos em abril: total 4 (1 falha medicamento, 1 identificação paciente, 1 queda, 0 comunicação, 0 agressão, 1 outros). Enfermagem não apresentou valor numérico na tabela de produtividade multiprofissional.",Associação Comunidade Luz da Vida,2020,4,mensal,,10,10
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\34_Relatorio_Producao\Relatorio-gerencial-de-Producao-Agosto-2024.pdf,Relatorio-gerencial-de-Producao-Agosto-2024,750,1854,354,757,403,2368,50927,762,-1,-1,HUGO,-1,-1,-1,-1,3.67,-1,-1,-1,-1,9.19,95.44,-1,"Relatório referente ao período de 08/08/2024 a 31/08/2024 (24 dias), Termo de Colaboração nº 097/2024. A OSS gestora é a SBIBHAE (Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein). O total de saídas hospitalares no período foi de 750. Total de leitos-dia operacionais no período: 7.222. Total de pacientes-dia: 6.893. Número de retornos à UTI em até 48h: 6; total de altas de UTI: 130. Percentual de Glosas no SIH em processamento. Em agosto, em média 60 pacientes em isolamento de precaução. Déficit operacional acumulado de R$ -2,6MM. Repasse operacional acumulado de R$ 55,7MM. Despesas operacionais acumuladas de R$ 58,4MM. Saldo de caixa final em agosto/24: R$ 34,7MM. As metas ajustadas foram calculadas proporcionalmente para 24 dias de contrato (meta plena × 24/31).",Albert Einstein (SBIBHAE),2024,8,mensal,,22,37
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\34_Relatorio_Producao\RELATORIO-GERENCIAL-DE-PRODUCAO-ANUAL-2019.xlsx,RELATORIO-GERENCIAL-DE-PRODUCAO-ANUAL-2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,CRESM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório referente ao 3º Termo Aditivo ao Contrato de Gestão 02/2014, ano 2019. Trata-se de hospital psiquiátrico (CRESM). Indicadores de taxa de ocupação institucional foram pactuados a partir de agosto/2019 conforme 3º termo aditivo. Valores mensais de paciente dia: Jan=2909, Fev=2745, Mar=3141, Abr=2957, Mai=3122, Jun=3101, Jul=3157, Ago=3154, Set=2970, Out=2810, Nov=2997, Dez=3139 (meta mensal=2800). Consulta médica mensal: Jan=1296, Fev=1243, Mar=1245, Abr=1322, Mai=1424, Jun=1215, Jul=1396, Ago=1354, Set=1166, Out=1193, Nov=1116, Dez=1099 (meta=1200). Consulta multiprofissional: Jan=2665, Fev=3048, Mar=2449, Abr=2566, Mai=2687, Jun=2140, Jul=2710, Ago=2563, Set=2101, Out=2653, Nov=2253, Dez=2160 (meta=2100). PTI mensal variou entre 0.85 e 0.8653 (meta >80%). Taxa de satisfação do usuário variou entre 0.94 e 0.985. Densidade de incidência de IRAS e incidência acumulada global de IRAS reportadas mensalmente. Notificação de eventos adversos registrada mensalmente com categorias: falhas em medicamentos, identificação, quedas, comunicação, agressão e outros.",ABEVIDA,2019,,anual,,14,5
