_ano_pasta,_doc_path,_filename,data_assinatura,data_publicacao_doe,fonte_recurso,hospital,indicadores_qualidade_count,metas_fisicas_count,numero_aditivo,numero_contrato,objeto,observacoes,oss_gestora,partes.contratada_oss,partes.contratante,partes.secretaria_supervisora,penalidades_count,recursos_humanos_minimos_count,servicos_especialidades_count,tipo_documento,valor_anual,valor_mensal,valor_total,vigencia.data_fim,vigencia.data_inicio,vigencia.duracao_meses,vigencia.prorrogavel
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1747159229325-19_Apostilamento.pdf,1747159229325-19_Apostilamento,2025-04-29,2025-04-30,Assistência financeira complementar da União / Tesouro Estadual,HEANA,0,0,19,66/2019-SES/GO,"Repasse financeiro à Fundação Universitária Evangélica - FUNEV referente assistência financeira complementar da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras, no contexto das atividades do Hospital Estadual de Anápolis Dr. Henrique Santillo – HEANA.","Parcela única de R$ 642.478,80 referente ao Piso de Enfermagem (Portaria GM/MS nº 6.807/2025). Nota de Empenho nº 00102, dotação orçamentária 2850.10.302.1043.2516.03.16050001.50. Processo Administrativo nº 202500010026298, vinculado ao nº 201900010008114. Parecer Jurídico nº 717/2023-SES/PROCSET. Demais cláusulas do contrato original, aditivos e apostilas permanecem inalteradas.",FUNEV,Fundação Universitária Evangélica - FUNEV,"Estado de Goiás, por intermédio da Secretaria de Estado da Saúde",Secretaria de Estado da Saúde - SES/GO,0,0,0,termo_apostilamento,,,642478.8,,2025-04-29,,False
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1749664128591-20_Apostilamento.pdf,1749664128591-20_Apostilamento,2025-05-24,2025-05-29,"Assistência financeira complementar da União / Tesouro Estadual - Nota de Empenho nº 00126, dotação orçamentária 2850.10.302.1043.2516.03.16050001.50",HEANA,0,0,20,66/2019-SES/GO,"Repasse financeiro à Fundação Universitária Evangélica - FUNEV referente assistência financeira complementar da União (Piso de Enfermagem) para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações.","20º Apostilamento ao Contrato de Gestão nº 66/2019-SES/GO. O repasse corresponde a 1 (uma) parcela de R$ 643.170,19. Processo Administrativo nº 202500010035335, vinculado ao de nº 201900010008114. Fundamento no Parecer Jurídico nº 717/2023-SES/PROCSET e na Portaria GM/MS nº 6.893/2025. Permanecem inalteradas as cláusulas do contrato original, aditivos e apostilas não modificadas por este instrumento. Signatário: Rasivel dos Reis Santos Junior, Secretário de Estado da Saúde.",FUNEV,Fundação Universitária Evangélica - FUNEV,"Estado de Goiás, por intermédio da Secretaria de Estado da Saúde",Secretaria de Estado da Saúde de Goiás - SES/GO,0,0,0,termo_apostilamento,,,643170.19,,2025-05-24,,False
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1752602630336-21_APOSTILAMENTO_AO_CONTRATO_DE_GESTÃO_Nº_662019-SESGO.pdf,1752602630336-21_APOSTILAMENTO_AO_CONTRATO_DE_GESTÃO_Nº_662019-SESGO,2025-06-27,2025-07-03,Assistência financeira complementar da União / Tesouro Estadual,HEANA,0,0,21,66/2019-SES/GO,"Repasse financeiro referente assistência financeira complementar da União (Piso de Enfermagem) para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações","21º Apostilamento ao Contrato de Gestão nº 66/2019-SES/GO. Repasse de 1 (uma) parcela de R$ 643.286,78. Nota de Empenho nº 00153 (76282889), dotação orçamentária 2850.10.302.1043.2516.03.16050001.50. Processo Administrativo nº 202500010045143, vinculado ao nº 201900010008114. Fundamentado no Parecer Jurídico nº 717/2023-SES/PROCSET e na Portaria GM/MS nº 7.000/2025. Permanecem inalteradas as cláusulas do contrato original, aditivos e apostilas não modificadas por este instrumento. Signatário: Rasível dos Reis Santos Júnior - Secretário de Estado da Saúde.",FUNEV,Fundação Universitária Evangélica - FUNEV,Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde,0,0,0,termo_apostilamento,,,643286.78,,,,False
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1754502009707-6_Termo_Aditivo_-_HEANA.pdf,1754502009707-6_Termo_Aditivo_-_HEANA,2025-07-22,2025-07-30,,HEANA,0,0,6,66/2019-SES/GO,"Modificação da forma de composição do Fundo de Provisão, mediante a alteração da Cláusula Sétima - Dos Recursos Financeiros, do item 7.16, bem como a inclusão dos itens 7.16.1, 7.16.2 e 7.16.2.1 ao Contrato original, estabelecendo que 4,67% do total de recursos financeiros de custeio repassados ao Parceiro Privado serão destinados a conta exclusiva do Fundo de Provisão para suportar rescisões trabalhistas, décimo terceiro e ações judiciais referentes aos colaboradores celetistas contratados diretamente pelo Parceiro Privado.","O Parceiro Público deverá rever o percentual de 4,67% após 24 meses de composição do Fundo de Provisão (item 7.16.1). O Parceiro Privado poderá solicitar revisão do percentual antes desse prazo, desde que demonstrado que o valor é insuficiente (item 7.16.2). A solicitação será analisada pela SUPECC e a alteração formalizada por Apostila ou Aditivo. Processo SEI nº 202500010048760. Documento assinado eletronicamente por João Pedro dos Santos Pereira (FUNEV) em 12/07/2025 e por Rasível dos Reis Santos Júnior (Secretário de Estado da Saúde) em 22/07/2025.",FUNEV,Fundação Universitária Evangélica - FUNEV,Estado de Goiás - Secretaria de Estado da Saúde - SES/GO,Secretaria de Estado da Saúde - SES/GO,0,0,0,termo_aditivo,,,,,,,False
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1754930641899-Apostila_77944457_22__Apostilamento___HEANA.pdf,1754930641899-Apostila_77944457_22__Apostilamento___HEANA,2025-07-29,,Assistência Financeira Complementar da União / Tesouro Estadual – dotação orçamentária 2025.2850.10.302.1043.2516.03.16050001.50,HEANA,0,0,22,66/2019-SES/GO,"Repasse financeiro de Assistência Financeira Complementar da União, visando o cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de junho de 2025, à Fundação Universitária Evangélica – FUNEV.","Vigésimo Segundo Termo de Apostilamento ao Contrato de Gestão nº 66/2019-SES/GO (SEI nº 000010361058). Processo nº 202500010052969, vinculado ao processo original nº 201900010008114. Nota de Empenho nº 2025.2850.070.00179 (SEI nº 77439729). Fundamento: Parecer Jurídico nº 717/2023-SES/PROCSET e Portaria GM/MS nº 7.350/2025. Assinado por Rasivel dos Reis Santos Junior, Secretário de Estado.",FUNEV,Fundação Universitária Evangélica – FUNEV,Secretaria de Estado da Saúde – SES/GO,Secretaria de Estado da Saúde – SES/GO,0,0,0,termo_apostilamento,,,652865.95,,2025-07-29,,False
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1756832858303-Apostila_78933368_HEANA.pdf,1756832858303-Apostila_78933368_HEANA,2025-08-22,,Tesouro Estadual / União Federal – dotação orçamentária 2025.2850.10.302.1043.2516.03.16050001.50,HEANA,0,0,23,66/2019-SES/GO,"Repasse de Assistência Financeira Complementar da União, visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de julho de 2025, à Fundação Universitária Evangélica – FUNEV.","Vigésimo Terceiro Termo de Apostilamento. Parcela única de R$ 657.938,86 referente ao Piso Nacional da Enfermagem – julho de 2025. Nota de Empenho nº 2025.2850.070.00212 (SEI nº 78555905). Processo Administrativo nº 202500010060194, vinculado ao nº 201900010008114. Fundamentado no Parecer Jurídico nº 717/2023-SES/PROCSET e na Portaria GM/MS nº 7.679/2025.",FUNEV,Fundação Universitária Evangélica – FUNEV,Secretaria de Estado da Saúde – SES/GO,Secretaria de Estado da Saúde – SES/GO,0,0,0,termo_apostilamento,,,657938.86,,2025-08-22,,False
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1758281865375-ilovepdf_merged.pdf,1758281865375-ilovepdf_merged,2025-09-15,2025-09-16,Recursos não vinculados de impostos - Receitas Ordinárias (Fundo Estadual de Saúde - FES),HEANA,15,15,7,66/2019-SES/GO,Revisão do Plano de Metas de Produção e Desempenho com adequação do Anexo I; readequação do valor do repasse mensal referente ao custeio para o 7º Termo Aditivo ao Contrato de Gestão nº 66/2019-SES/GO; readequação do valor do repasse mensal referente ao custeio dos Programas de Residência Médica e em Área de Saúde do HEANA,"Vigência a partir de 16/09/2025, condicionada à publicação na imprensa oficial. Valor estimado para custeio mensal: R$ 12.126.268,22 na 1ª Etapa e R$ 12.929.483,52 na 2ª Etapa (após 6 meses com ampliação de 28 leitos de Clínica Médica e adequação de UTI para 50 leitos). Incremento de custeio hospitalar: R$ 80.890.802,52; incremento de Residência Médica/Saúde: R$ 1.308.101,34. Notas de empenho nº 00199 (R$ 8.427.513,57) e 00200 (R$ 78.678,32), totalizando R$ 8.506.191,89 empenhados em 16/09/2025. Servidores cedidos: 4 (1 Cirurgião-Dentista e 3 Técnicos de Enfermagem), custo estimado R$ 37.961,00. HEANA é unidade de Assistência, Ensino, Pesquisa e Extensão Universitária, CNES 3771962, localizada em Anápolis/GO. Sistema de repasse: 90% vinculado a indicadores de produção (70% fixo + 30% variável) e 10% a indicadores de desempenho. Avaliação trimestral dos indicadores.",FUNEV,Fundação Universitária Evangélica - FUNEV,Estado de Goiás - Secretaria de Estado da Saúde/SES-GO,Secretaria de Estado da Saúde de Goiás - SES-GO,7,14,23,termo_aditivo,,12126268.22,82198903.86,2027-11-18,2025-09-16,26,False
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1759425665783-HEANA__Competências_6°_Termo_Aditivo_ao_Contrato_de_gestão_N_66.2019.pdf,1759425665783-HEANA__Competências_6°_Termo_Aditivo_ao_Contrato_de_gestão_N_66.2019,,,,HEANA,0,0,6,66/2019,"Gerenciamento, operacionalização e execução das ações e serviços de saúde do Hospital Estadual de Anápolis Dr. Henrique Santillo - HEANA pela Fundação Universitária Evangélica - FUNEV, conforme obrigações e responsabilidades do parceiro privado previstas no 6º Termo Aditivo ao Contrato de Gestão nº 66/2019 SES/GO.","Documento intitulado 'Competências Previstas no 6° Termo Aditivo ao Contrato de Gestão N° 66/2019 SES/GO', elaborado pela FUNEV. Trata-se de documento descritivo das obrigações e responsabilidades do parceiro privado (Cláusula Segunda e Cláusula Décima Segunda). Início da vigência do 6° Termo Aditivo: 30/07/2025. Documento atualizado em 23 de setembro de 2025. Assinado eletronicamente por João Pedro dos Santos Pereira, Diretor Executivo da FUNEV, em 02/10/2025. As demais cláusulas do Contrato nº 66/2019 e Apostilas ficam ratificadas naquilo que não conflite com o presente instrumento.",FUNEV,Fundação Universitária Evangélica - FUNEV,Estado de Goiás / Secretaria de Estado de Saúde de Goiás (SES/GO),Secretaria de Estado de Saúde de Goiás (SES/GO),3,0,0,termo_aditivo,,,,,2025-07-30,,False
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1759425736585-HEANA__Competências_7°_Termo_Aditivo_ao_Contrato_de_gestão_N_66.2019..pdf,1759425736585-HEANA__Competências_7°_Termo_Aditivo_ao_Contrato_de_gestão_N_66.2019.,,,,HEANA,0,0,7,66/2019,"Gerenciamento, operacionalização e execução das ações e serviços de saúde do Hospital Estadual de Anápolis Dr. Henrique Santillo - HEANA, com definição das obrigações e responsabilidades do parceiro privado (FUNEV) e das cláusulas de transparência.","Documento apresenta as competências previstas no 7º Termo Aditivo ao Contrato de Gestão nº 66/2019 SES/GO, destacando a Cláusula Segunda (obrigações e responsabilidades do parceiro privado) e a Cláusula Décima Segunda (transparência). Início da vigência do 7º Termo Aditivo: 16/09/2025. Documento atualizado em 23/09/2025 e assinado eletronicamente em 02/10/2025 por João Pedro dos Santos Pereira, Diretor Executivo da FUNEV. As demais cláusulas do Contrato nº 66/2019 e Apostilas permanecem inalteradas naquilo que não conflite com o presente instrumento.",FUNEV,Fundação Universitária Evangélica - FUNEV,Estado de Goiás / Secretaria de Estado de Saúde de Goiás (SES/GO),Secretaria de Estado de Saúde de Goiás (SES/GO),3,0,0,termo_aditivo,,,,,2025-09-16,,False
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1759509850641-Apostilamento_80494263_24__Apostilamento_Piso_de_Enfermagem_HEANA.pdf,1759509850641-Apostilamento_80494263_24__Apostilamento_Piso_de_Enfermagem_HEANA,2025-09-26,,Tesouro Estadual / Assistência Financeira Complementar da União – dotação orçamentária 2025.2850.10.302.1043.2516.03.16050001.50,HEANA,0,0,24,66/2019-SES/GO,"Repasse de Assistência Financeira Complementar da União, visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de agosto de 2025, à Fundação Universitária Evangélica – FUNEV.","Vigésimo Quarto Termo de Apostilamento. Processo nº 202500010070662, vinculado ao Processo Original nº 201900010008114. Nota de Empenho nº 2025.2850.070.00225 (SEI nº 80122579). Fundamentado no Parecer Jurídico nº 717/2023-SES/PROCSET e na Portaria GM/MS nº 8.013/2025. Demais cláusulas do contrato original, aditivos e apostilas permanecem inalteradas.",FUNEV,Fundação Universitária Evangélica – FUNEV,Secretaria de Estado da Saúde – SES/GO,Secretaria de Estado da Saúde – SES/GO,0,0,0,termo_apostilamento,,,655631.51,,2025-09-26,,False
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1762268210926-25_Apostilamento_ao_Contrato_de_Gestão_nº_66.2019.pdf,1762268210926-25_Apostilamento_ao_Contrato_de_Gestão_nº_66.2019,2025-10-30,,Recursos da União – Portaria GM/MS nº 8.214/2025; dotação orçamentária 2025.2850.10.302.1043.2516.03.16050001.50,HEANA,0,0,25,66/2019-SES/GO,"Repasse de Assistência Financeira Complementar da União, visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de setembro de 2025, à Fundação Universitária Evangélica – FUNEV.","Vigésimo Quinto Termo de Apostilamento ao Contrato de Gestão nº 66/2019-SES/GO (SEI nº 000010361058). Repasse de 1 parcela referente ao Piso Nacional da Enfermagem de setembro de 2025. Nota de Empenho nº 2025.2850.070.00261 (SEI nº 81566479). Processo Administrativo nº 202500010080133, vinculado ao nº 201900010008114.",FUNEV,Fundação Universitária Evangélica – FUNEV,Secretaria de Estado da Saúde – SES/GO,Secretaria de Estado da Saúde – SES/GO,0,0,0,termo_apostilamento,,,666935.08,,2025-10-30,,False
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1764778870230-26_Apostilamento_-_Contrato_de_Gestão_nº_66_2019.pdf,1764778870230-26_Apostilamento_-_Contrato_de_Gestão_nº_66_2019,2025-11-25,,Assistência Financeira Complementar da União / Dotação orçamentária 2025.2850.10.302.1043.2516.03.16050001-50,HEANA,0,0,26,66/2019-SES/GO,"Repasse de Assistência Financeira Complementar da União, visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de outubro de 2025, à Fundação Universitária Evangélica – FUNEV.","Vigésimo Sexto Termo de Apostilamento. Objeto do contrato original: gerenciamento, operacionalização e execução do Hospital Estadual de Anápolis Dr. Henrique Santillo – HEANA. Nota de Empenho nº 2025.2850.070.00271 (SEI nº 82650305). Processo nº 202500010088520, vinculado ao processo original nº 201900010008114. Fundamentado no Parecer Jurídico nº 717/2023-SES/PROCSET e na Portaria GM/MS nº 8.565/2025.",FUNEV,Fundação Universitária Evangélica – FUNEV,Secretaria de Estado da Saúde – SES/GO,,0,0,0,termo_apostilamento,,,749388.92,,2025-11-25,,False
2025,C:\OSS-Goias\documentos\FUNEV\HEANA\2025\05_Contrato_Gestao_Aditivos\1766524753924-27_Apostilamento_ao_Contrato_de_Gestão_nº_662019.pdf,1766524753924-27_Apostilamento_ao_Contrato_de_Gestão_nº_662019,2025-12-19,,Assistência Financeira Complementar da União / Tesouro Estadual,HEANA,0,0,27,66/2019-SES/GO,"Repasse de Assistência Financeira Complementar da União, visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de Novembro de 2025 e à 13ª Parcela do Exercício 2025, à Fundação Universitária Evangélica – FUNEV, para gerenciamento, operacionalização e execução do Hospital Estadual de Anápolis Dr. Henrique Santillo – HEANA.","O valor total de R$ 1.414.730,88 é composto por: parcela de Novembro de 2025 no valor de R$ 745.461,28 e 13ª Parcela do Exercício 2025 no valor de R$ 669.269,60. Dotação orçamentária: 2025.2850.10.302.1043.2516.03.16050001-50. Notas de Empenho nº 2025.2850.070.00304 (SEI nº 84057938) e 2025.2850.070.00303 (SEI nº 84057527). Processo nº 202500010094992 vinculado ao de nº 201900010008114.",FUNEV,Fundação Universitária Evangélica – FUNEV,Secretaria de Estado da Saúde – SES/GO,Secretaria de Estado da Saúde – SES/GO,0,0,0,termo_apostilamento,,,1414730.88,,2025-12-19,,False
2025,C:\OSS-Goias\documentos\AGIR\HUGOL\2025\05_Contrato_Gestao_Aditivos\17° Apostilamento ao Contrato Gestão 003-2014 HUGOL_2025.pdf,17° Apostilamento ao Contrato Gestão 003-2014 HUGOL_2025,2025-08-22,,Assistência Financeira Complementar da União / Dotação orçamentária 2025.2850.10.302.1043.2516.03.16050001.50,HUGOL,0,0,17,003/2014-SES/GO,"Repasse financeiro de Assistência Financeira Complementar da União visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de julho de 2025, à AGIR, no contexto do gerenciamento, operacionalização e execução do HUGOL.","Parcela única referente a julho de 2025 do Piso Nacional da Enfermagem. Nota de Empenho nº 2025.2850.070.00206 (SEI nº 78460868). Processo nº 202500010060095, vinculado ao processo original nº 201400010001769. Baseado na Portaria GM/MS nº 7.679/2025 e Parecer Jurídico nº 717/2023-SES/PROCSET.",AGIR,"Associação de Gestão, Inovação e Resultados em Saúde - AGIR",Secretaria de Estado da Saúde – SES/GO,,0,0,0,termo_apostilamento,,,862065.65,,2025-08-22,,False
2025,C:\OSS-Goias\documentos\IDTech\HGG\2025\05_Contrato_Gestao_Aditivos\18. Diário Oficial.pdf,18. Diário Oficial,,2025-07-30,,HGG,0,0,18,024/2012,"Modificação da forma de composição do Fundo de Provisão, mediante a alteração da Cláusula Oitava - Do valor do presente Termo Aditivo, item 8.3, e inclusão dos itens 8.3.1, 8.3.2 e 8.3.2.1, ao Décimo Terceiro Aditivo ao Termo original. Em especial, do total repassado para custeio, 4,67% serão destinados a conta exclusiva do Fundo de Provisão, para cobrir encargos trabalhistas e judiciais dos colaboradores celetistas contratados pelo Parceiro Privado.",Processo nº 202500010049206. Signatários: Rasivel dos Reis Santos Júnior - Secretário de Estado da Saúde; Zanyr da Paixão Chaud e Sa de Abreu - IDTECH. Protocolo 553580.,IDTECH,Instituto de Desenvolvimento Tecnológico e Humano - IDTECH,Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde,0,0,0,termo_aditivo,,,,,,,False
2025,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2025\05_Contrato_Gestao_Aditivos\18o-Apostilamento-2025-ao-Termo-de-Colaboracao-No-972024-SESGO.pdf,18o-Apostilamento-2025-ao-Termo-de-Colaboracao-No-972024-SESGO,2025-12-19,,Assistência Financeira Complementar da União (Piso Nacional da Enfermagem) – dotação orçamentária 2025.2850.10.302.1043.2516.03.16050001-50,HUGO,0,0,18,97/2024-SES/GO,"Repasse financeiro de Assistência Financeira Complementar da União, visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de Novembro de 2025 e à 13ª Parcela do Exercício 2025, à Sociedade Beneficente Israelita Brasileira - Albert Einstein, para gerenciamento, operacionalização e execução dos serviços de saúde do Hospital de Urgências de Goiás – Dr. Valdemiro Cruz/HUGO","O valor total de R$ 78.003,73 é composto por: parcela de Novembro de 2025 no valor de R$ 33.959,77 e 13ª Parcela do Exercício 2025 no valor de R$ 44.043,96. Notas de Empenho nº 2025.2850.070.00293 (SEI nº 84032359) e 2025.2850.070.00294 (SEI nº 84032710). Processo nº 202500010094821, vinculado ao processo original nº 202300010023416. Documento assinado eletronicamente por Rasivel dos Reis Santos Junior, Secretário (a) de Estado, em 19/12/2025.",Albert Einstein,Sociedade Beneficente Israelita Brasileira - Albert Einstein,Secretaria de Estado da Saúde – SES/GO,Secretaria de Estado da Saúde – SES/GO,0,0,0,termo_apostilamento,,,78003.73,,2025-12-19,,False
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\18°-Termo-Aditivo-2025-ao-CG-n.°-091-2012-–-SES.GO_.pdf,18°-Termo-Aditivo-2025-ao-CG-n.°-091-2012-–-SES.GO_,2025-07-24,2025-07-30,,HDT,0,0,18,091/2012,"Modificação da forma de composição do Fundo de Provisão, mediante a alteração da Cláusula Oitava - Da Alteração de Cláusulas com a Inclusão de Obrigações, item 11.11, bem como a inclusão dos itens 11.11.1, 11.11.2 e 11.11.2.1, do 15º Termo Aditivo ao Contrato original.","Do total de recursos financeiros de custeio repassados ao Parceiro Privado, o percentual de 4,67% será depositado diretamente em conta exclusiva destinada ao Fundo de Provisão para suportar rescisões trabalhistas, décimo terceiro e ações judiciais referentes aos colaboradores celetistas. O Parceiro Público deverá rever o percentual após 24 meses de composição do Fundo. O Parceiro Privado poderá solicitar revisão antecipada do percentual se demonstrada (in)suficiência do Fundo. Processo SEI nº 202500010048747. Publicado no DOE GO nº 24.585 de 30/07/2025, Protocolo 553577.",ISG,Instituto Sócrates Guanaes - ISG,Estado de Goiás - Secretaria de Estado da Saúde - SES/GO,Secretaria de Estado da Saúde - SES/GO,0,0,0,termo_aditivo,,,,,,,False
2025,C:\OSS-Goias\documentos\AGIR\HUGOL\2025\05_Contrato_Gestao_Aditivos\18º Apostilamento - 2025 do Contrato de Gestão nº 003.2014.pdf,18º Apostilamento - 2025 do Contrato de Gestão nº 003.2014,2025-09-26,,Assistência Financeira Complementar da União / Tesouro Estadual – dotação orçamentária 2025.2850.10.302.1043.2516.03.16050001.50,HUGOL,0,0,18,003/2014-SES/GO,"Repasse financeiro de Assistência Financeira Complementar da União, visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de agosto de 2025, à AGIR, no âmbito do gerenciamento, operacionalização e execução do HUGOL.","Décimo Oitavo Termo de Apostilamento. Fundamento: Parecer Jurídico nº 717/2023-SES/PROCSET e Portaria GM/MS nº 8.013/2025. Nota de Empenho nº 2025.2850.070.00235. Processo Administrativo nº 202500010070580, vinculado ao nº 201400010001769. Documento SEI nº 80166241. Assinado eletronicamente por Rasivel dos Reis Santos Junior, Secretário de Estado.",AGIR,"Associação de Gestão, Inovação e Resultados em Saúde - AGIR",Secretaria de Estado da Saúde – SES/GO,Secretaria de Estado da Saúde – SES/GO,0,0,0,termo_apostilamento,,,868148.46,,2025-09-26,,False
2025,C:\OSS-Goias\documentos\AGIR\HUGOL\2025\05_Contrato_Gestao_Aditivos\19° Apostilamento ao Contrato Gestão 003-2014 HUGOL_2025.pdf,19° Apostilamento ao Contrato Gestão 003-2014 HUGOL_2025,2025-10-30,,Assistência Financeira Complementar da União / Tesouro Estadual - dotação orçamentária 2025.2850.10.302.1043.2516.03.16050001.50,HUGOL,0,0,19,003/2014-SES/GO,"Repasse financeiro de Assistência Financeira Complementar da União, visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de Setembro de 2025, à Associação de Gestão, Inovação e Resultados em Saúde - AGIR.","Décimo Nono Termo de Apostilamento. Fundamentado no Parecer Jurídico nº 717/2023-SES/PROCSET e na Portaria GM/MS nº 8.214/2025. Nota de Empenho nº 2025.2850.070.00264. Processo Administrativo nº 202500010080184, vinculado ao nº 201400010001769. Assinado eletronicamente por Rasivel dos Reis Santos Junior, Secretário de Estado.",AGIR,"Associação de Gestão, Inovação e Resultados em Saúde - AGIR",Secretaria de Estado da Saúde – SES/GO,,0,0,0,termo_apostilamento,,,871691.98,,2025-10-30,,False
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\1o-T.A-FORMOSA.pdf,1o-T.A-FORMOSA,2025-07-22,,,PFRE,0,0,1,21/2025-SES/GO,"Modificação da forma de composição do Fundo de Provisão, mediante a alteração da Cláusula Nona - Dos Recursos Financeiros - Item 9.21 do Termo de Colaboração nº 21/2025-SES/GO, bem como a inclusão dos itens 9.21.1, 9.21.2 e 9.21.2.1 ao Termo original, referente ao gerenciamento, operacionalização e execução das ações e serviços de saúde na Policlínica Estadual da Região do Entorno - Unidade Formosa.","O percentual de 4,67% do total de recursos financeiros de custeio será depositado diretamente na conta exclusiva para movimentação dos recursos destinados ao Fundo de Provisão, para fins de suportar rescisões trabalhistas, décimo terceiro e ações judiciais referentes aos colaboradores celetistas. O Parceiro Público deverá rever o percentual após 24 meses. Assinado eletronicamente por André Fonseca Leme em 14/07/2025 e por Rasivel dos Reis Santos Júnior em 22/07/2025. SEI nº 76128526. Processo administrativo 202400010038080.",IMED,"Instituto de Medicina, Estudos e Desenvolvimento - IMED","Estado de Goiás, por intermédio da Secretaria de Estado da Saúde - SES/GO",Secretaria de Estado da Saúde - SES/GO,0,0,0,termo_aditivo,,,,,,,False
